brand,category,discounted_price,image_url,invima,list_price,name,presentacion,product_id,pum,sku,stock,subcat1,subcat2,subcat3,subcat4,url
EUROETIKA,Medicamentos,,https://colsubsidio.vtexassets.com/arquivos/ids/158854/7704232000946.jpg?v=637108473939070000,PFM2019-0002233-R1,55800,Fitostimoline 15% Gel,TUBO X 15 G,3254,"Gramo a $3.720,00",3252,10000,Formulados,,,,https://www.drogueriascolsubsidio.com/fitostimoline-15-gel-7704232000946/p
PROFAMILIA,Medicamentos,,https://colsubsidio.vtexassets.com/arquivos/ids/204272/7703689000448.jpg.jpg?v=638790305346330000,2007M-006325-R1,21500,Cyclofem Suspensión Inyectable,UNIDAD,9261,"Unidad a $21.500,00",9261,10000,Formulados,,,,https://www.drogueriascolsubsidio.com/cyclofem-suspension-inyectable-7703689000448/p
PROCAPS,Medicamentos,,https://colsubsidio.vtexassets.com/arquivos/ids/158128/7703153031336.jpg?v=637108460577200000,2021M-002663-R3,88750,Alercet 10 Mg Cápsula Blanda,CAJA X 10 CAP,2484,"Capsula a $8.875,00",2479,10000,Venta Libre,,,,https://www.drogueriascolsubsidio.com/alercet-10-mg-capsula-blanda-7703153031336/p
ARQUIFARMA,Medicamentos,,https://colsubsidio.vtexassets.com/arquivos/ids/170614/7707333770459.jpg?v=637407017909570000,,10000,Acido Borico,BOLSA X 400 G,4482,"Gramo a $25,00",4475,10000,Venta Libre,,,,https://www.drogueriascolsubsidio.com/acido-borico-7707333770459/p
TECNOQUIMICAS,Medicamentos,,https://colsubsidio.vtexassets.com/arquivos/ids/211474/7702057070502.jpg?v=639123741580970000,2020M-000743-R3,7025,Amoxicilina 500 Mg Cápsula Dura Tecnoquímicas,BLISTER X 10 CAP,5386,"Capsula a $702,50",5384,10000,Formulados,,,,https://www.drogueriascolsubsidio.com/amoxicilina-500-mg-capsula-dura-tecnoquimicas-7702057070502/p
NOVO NORDISK,Medicamentos,,https://colsubsidio.vtexassets.com/arquivos/ids/160236/7709990192100.jpg?v=637109868170500000,2018MBT-0017986,523400,Saxenda 6 mg / ml Solución Inyectable,CAJA X 3 UN,4725,"Mililitro a $174.466,67",4718,10000,Formulados,,,,https://www.drogueriascolsubsidio.com/saxenda-6-mgml-solucion-inyectable-7709990192100/p
TECNOQUIMICAS,Medicamentos,,https://colsubsidio.vtexassets.com/arquivos/ids/211476/7702057044862.jpg?v=639123743607630000,2022M-14099-R2,44875,Prednisona 50 Mg Tableta Tecnoquímicas,BLISTER X 10 TAB,5376,"Tableta a $4.487,50",5374,10000,Formulados,,,,https://www.drogueriascolsubsidio.com/prednisona-50-mg-tableta-tecnoquimicas-7702057044862/p
PROFAMILIA,Medicamentos,18275,https://colsubsidio.vtexassets.com/arquivos/ids/204292/7703689240998.jpg.jpg?v=638790316049430000,2021M-0020159,21500,Ileine 150mg/Ml Suspensión Inyectable,VIAL X 1 ML,11425,"Mililitro a $21.500,00",11430,10000,Formulados,,,,https://www.drogueriascolsubsidio.com/ileine-150mgml-suspension-inyectable-7703689240998/p
TECNOQUIMICAS,Medicamentos,,https://colsubsidio.vtexassets.com/arquivos/ids/168842/7702057013059.jpg?v=637355094453270000,2023M-0018445-R1,99800,Peg Polietilenglicol 3350 Polvo para Solución Oral,SOBRE X 17G,9140,"Unidad a $8.316,67",9140,10000,Formulados,,,,https://www.drogueriascolsubsidio.com/peg-polietilenglicol-3350-polvo-para-solucion-oral-7702057013059/p
GENFAR,Medicamentos,,https://colsubsidio.vtexassets.com/arquivos/ids/204387/ACIDO FUSIDICO 2- CRE TUBX15G_EAN 7702605100088.jpg.jpg?v=638791147283800000,2017M-005236-R2,15300,Acido Fusidico 2 % Crema Genfar,TUBO X 15 G,1848,"Gramo a $1.020,00",1844,10000,Formulados,,,,https://www.drogueriascolsubsidio.com/acido-fusidico-2--crema-genfar-7702605100088/p
